creative_id,model_variant,risk_score,S_day_30,p_fatigue_by_day_30,S_day_45,p_fatigue_by_day_45,S_day_60,p_fatigue_by_day_60,observed_event_fatigued,observed_duration_days
500000,static_only,2.2088890026046104,0.7022396569673726,0.29776034303262744,0.7022396569673726,0.29776034303262744,0.7022396569673726,0.29776034303262744,False,56.0
500001,static_only,4.091351850983809,0.48500668699631133,0.5149933130036887,0.48500668699631133,0.5149933130036887,0.48500668699631133,0.5149933130036887,True,12.0
500002,static_only,4.491913553293473,0.45429984580474925,0.5457001541952508,0.45429984580474925,0.5457001541952508,0.45429984580474925,0.5457001541952508,True,11.0
500003,static_only,1.372467719240024,0.7859494345460256,0.21405056545397438,0.7859494345460256,0.21405056545397438,0.7859494345460256,0.21405056545397438,False,53.0
500004,static_only,2.85731242001363,0.6097615595119348,0.3902384404880652,0.6097615595119348,0.3902384404880652,0.6097615595119348,0.3902384404880652,False,55.0
500005,static_only,2.25487396218447,0.6986083731231686,0.3013916268768314,0.6986083731231686,0.3013916268768314,0.6986083731231686,0.3013916268768314,False,47.0
500006,static_only,0.02129419191919192,0.9961047979797979,0.0038952020202021043,0.9961047979797979,0.0038952020202021043,0.9961047979797979,0.0038952020202021043,False,60.0
500007,static_only,0.5508028092936761,0.9157298254348564,0.08427017456514363,0.9157298254348564,0.08427017456514363,0.9157298254348564,0.08427017456514363,False,52.0
500008,static_only,0.4052812391695888,0.9354372851975152,0.06456271480248477,0.9354372851975152,0.06456271480248477,0.9354372851975152,0.06456271480248477,False,47.0
500009,static_only,0.13398229702873668,0.9783529616524972,0.02164703834750281,0.9783529616524972,0.02164703834750281,0.9783529616524972,0.02164703834750281,False,46.0
500010,static_only,0.2429865372359652,0.9613290217918363,0.038670978208163675,0.9613290217918363,0.038670978208163675,0.9613290217918363,0.038670978208163675,False,51.0
500011,static_only,0.7225302005301399,0.8993990715739941,0.10060092842600588,0.8993990715739941,0.10060092842600588,0.8993990715739941,0.10060092842600588,False,51.0
500012,static_only,0.1088736164248548,0.9791568754774636,0.02084312452253645,0.9791568754774636,0.02084312452253645,0.9791568754774636,0.02084312452253645,False,72.0
500013,static_only,0.01694078947368421,0.996655701754386,0.003344298245613997,0.996655701754386,0.003344298245613997,0.996655701754386,0.003344298245613997,False,72.0
500014,static_only,0.20887889758646255,0.9663761534131503,0.03362384658684969,0.9663761534131503,0.03362384658684969,0.9663761534131503,0.03362384658684969,False,59.0
500015,static_only,0.011538461538461539,0.9976923076923078,0.002307692307692233,0.9976923076923078,0.002307692307692233,0.9976923076923078,0.002307692307692233,False,56.0
500016,static_only,0.5348918940237758,0.9168134660186585,0.08318653398134146,0.9168134660186585,0.08318653398134146,0.9168134660186585,0.08318653398134146,False,72.0
500017,static_only,0.04034415081822203,0.9920478586171312,0.007952141382868816,0.9920478586171312,0.007952141382868816,0.9920478586171312,0.007952141382868816,False,58.0
500018,static_only,2.653457116326746,0.6309247594453676,0.36907524055463237,0.6309247594453676,0.36907524055463237,0.6309247594453676,0.36907524055463237,False,31.0
500019,static_only,1.7206500829493863,0.7679142044880233,0.23208579551197672,0.7679142044880233,0.23208579551197672,0.7679142044880233,0.23208579551197672,False,41.0
500020,static_only,0.41720734827884826,0.9330368187339463,0.06696318126605372,0.9330368187339463,0.06696318126605372,0.9330368187339463,0.06696318126605372,False,36.0
500021,static_only,0.45912740579368,0.9273918813328728,0.07260811866712724,0.9273918813328728,0.07260811866712724,0.9273918813328728,0.07260811866712724,False,41.0
500022,static_only,2.2925152447405837,0.6915314920982564,0.3084685079017436,0.6915314920982564,0.3084685079017436,0.6915314920982564,0.3084685079017436,False,35.0
500023,static_only,3.3520502269314094,0.5601160777952502,0.4398839222047498,0.5601160777952502,0.4398839222047498,0.5601160777952502,0.4398839222047498,True,12.0
500024,static_only,0.218308801237126,0.9648406487232574,0.035159351276742634,0.9648406487232574,0.035159351276742634,0.9648406487232574,0.035159351276742634,False,29.0
500025,static_only,0.19244647019647018,0.9669103812853812,0.033089618714618796,0.9669103812853812,0.033089618714618796,0.9669103812853812,0.033089618714618796,False,44.0
500026,static_only,0.2099996911809269,0.9650919118892802,0.03490808811071977,0.9650919118892802,0.03490808811071977,0.9650919118892802,0.03490808811071977,False,33.0
500027,static_only,0.14515838148779325,0.9787822040704391,0.021217795929560856,0.9787822040704391,0.021217795929560856,0.9787822040704391,0.021217795929560856,False,43.0
500028,static_only,0.33212454282903203,0.9494741352730516,0.05052586472694842,0.9494741352730516,0.05052586472694842,0.9494741352730516,0.05052586472694842,False,33.0
500029,static_only,0.426161382783472,0.9344163722773091,0.06558362772269088,0.9344163722773091,0.06558362772269088,0.9344163722773091,0.06558362772269088,False,45.0
500030,static_only,4.158901736930865,0.4606536265510819,0.5393463734489181,0.4606536265510819,0.5393463734489181,0.4606536265510819,0.5393463734489181,True,14.0
500031,static_only,0.4911144889682042,0.9297163557546684,0.07028364424533162,0.9297163557546684,0.07028364424533162,0.9297163557546684,0.07028364424533162,False,44.0
500032,static_only,1.4964267145172918,0.7977465760551,0.20225342394489998,0.7977465760551,0.20225342394489998,0.7977465760551,0.20225342394489998,False,47.0
500033,static_only,0.27860165401259424,0.9489656264186448,0.05103437358135521,0.9489656264186448,0.05103437358135521,0.9489656264186448,0.05103437358135521,False,56.0
500034,static_only,0.5680043223572465,0.9181523790705037,0.08184762092949627,0.9181523790705037,0.08184762092949627,0.9181523790705037,0.08184762092949627,False,55.0
500035,static_only,1.3158453871968339,0.7908049659823281,0.20919503401767192,0.7908049659823281,0.20919503401767192,0.7908049659823281,0.20919503401767192,False,38.0
500036,static_only,5.869531489505295,0.35318521020727567,0.6468147897927243,0.35318521020727567,0.6468147897927243,0.35318521020727567,0.6468147897927243,True,11.0
500037,static_only,3.28804664047197,0.5891659109054249,0.4108340890945751,0.5891659109054249,0.4108340890945751,0.5891659109054249,0.4108340890945751,True,10.0
500038,static_only,2.6148160293879696,0.6337853843467619,0.3662146156532381,0.6337853843467619,0.3662146156532381,0.6337853843467619,0.3662146156532381,False,35.0
500039,static_only,2.9179001488076217,0.6165273381325719,0.3834726618674281,0.6165273381325719,0.3834726618674281,0.6165273381325719,0.3834726618674281,True,11.0
500040,static_only,4.912635397967708,0.42627497643135576,0.5737250235686442,0.42627497643135576,0.5737250235686442,0.42627497643135576,0.5737250235686442,True,11.0
500041,static_only,2.5160702293122337,0.6564925584604561,0.34350744153954393,0.6564925584604561,0.34350744153954393,0.6564925584604561,0.34350744153954393,False,47.0
500042,static_only,0.17192009679092105,0.9721640497180113,0.02783595028198871,0.9721640497180113,0.02783595028198871,0.9721640497180113,0.02783595028198871,False,43.0
500043,static_only,0.6083654168716324,0.9065973865315974,0.09340261346840262,0.9065973865315974,0.09340261346840262,0.9065973865315974,0.09340261346840262,False,42.0
500044,static_only,0.2694778332468298,0.9566752578664511,0.043324742133548866,0.9566752578664511,0.043324742133548866,0.9566752578664511,0.043324742133548866,False,48.0
500045,static_only,1.7254370875763163,0.7519932679275386,0.24800673207246138,0.7519932679275386,0.24800673207246138,0.7519932679275386,0.24800673207246138,False,37.0
500046,static_only,0.1191597168397478,0.9765167218259322,0.023483278174067812,0.9765167218259322,0.023483278174067812,0.9765167218259322,0.023483278174067812,False,30.0
500047,static_only,1.3474568046013145,0.7866653667091644,0.21333463329083557,0.7866653667091644,0.21333463329083557,0.7866653667091644,0.21333463329083557,False,41.0
500048,static_only,0.1507002997002997,0.9750174825174825,0.024982517482517452,0.9750174825174825,0.024982517482517452,0.9750174825174825,0.024982517482517452,False,39.0
500049,static_only,0.029924242424242426,0.9946464646464647,0.0053535353535353325,0.9946464646464647,0.0053535353535353325,0.9946464646464647,0.0053535353535353325,False,38.0
500050,static_only,0.12877791623581097,0.9777080989186251,0.02229190108137491,0.9777080989186251,0.02229190108137491,0.9777080989186251,0.02229190108137491,False,50.0
500051,static_only,0.10230802090066797,0.9803281086560497,0.01967189134395031,0.9803281086560497,0.01967189134395031,0.9803281086560497,0.01967189134395031,False,45.0
500052,static_only,0.024736842105263154,0.9962865497076023,0.0037134502923976687,0.9962865497076023,0.0037134502923976687,0.9962865497076023,0.0037134502923976687,False,54.0
500053,static_only,0.22517075170495887,0.9649042766696221,0.035095723330377915,0.9649042766696221,0.035095723330377915,0.9649042766696221,0.035095723330377915,False,51.0
500054,static_only,4.940953006326164,0.3592871837566204,0.6407128162433796,0.3592871837566204,0.6407128162433796,0.3592871837566204,0.6407128162433796,True,14.0
500055,static_only,2.2136503293999183,0.6755073134275953,0.3244926865724047,0.6755073134275953,0.3244926865724047,0.6755073134275953,0.3244926865724047,False,42.0
500056,static_only,3.855012428486747,0.5060556555521523,0.49394434444784774,0.5060556555521523,0.49394434444784774,0.5060556555521523,0.49394434444784774,True,13.0
500057,static_only,1.301221929869781,0.8090868722746823,0.19091312772531766,0.8090868722746823,0.19091312772531766,0.8090868722746823,0.19091312772531766,False,47.0
500058,static_only,1.061588161955452,0.8382685708142529,0.16173142918574712,0.8382685708142529,0.16173142918574712,0.8382685708142529,0.16173142918574712,False,52.0
500059,static_only,4.054034498511229,0.45867212139072705,0.541327878609273,0.45867212139072705,0.541327878609273,0.45867212139072705,0.541327878609273,True,13.0
500060,static_only,0.6599716736543396,0.8965988330229918,0.10340116697700819,0.8965988330229918,0.10340116697700819,0.8965988330229918,0.10340116697700819,False,71.0
500061,static_only,0.46165453509338955,0.9273743561220341,0.07262564387796588,0.9273743561220341,0.07262564387796588,0.9273743561220341,0.07262564387796588,False,70.0
500062,static_only,0.706376455328148,0.8915084844998258,0.10849151550017422,0.8915084844998258,0.10849151550017422,0.8915084844998258,0.10849151550017422,False,67.0
500063,static_only,0.724068300368814,0.8883037026075972,0.11169629739240283,0.8883037026075972,0.11169629739240283,0.8883037026075972,0.11169629739240283,False,63.0
500064,static_only,0.600372705890003,0.9138167100805744,0.08618328991942559,0.9138167100805744,0.08618328991942559,0.9138167100805744,0.08618328991942559,False,54.0
500065,static_only,0.31139153444594625,0.9458857520532444,0.05411424794675557,0.9458857520532444,0.05411424794675557,0.9458857520532444,0.05411424794675557,False,60.0
500066,static_only,2.181225348948681,0.6815160339684428,0.31848396603155715,0.6815160339684428,0.31848396603155715,0.6815160339684428,0.31848396603155715,False,63.0
500067,static_only,0.6807600220635321,0.8932337433195423,0.1067662566804577,0.8932337433195423,0.1067662566804577,0.8932337433195423,0.1067662566804577,False,67.0
500068,static_only,1.7462967974353765,0.7415501576179662,0.25844984238203383,0.7415501576179662,0.25844984238203383,0.7415501576179662,0.25844984238203383,False,71.0
500069,static_only,2.3094425662278546,0.6617704695614538,0.3382295304385462,0.6617704695614538,0.3382295304385462,0.6617704695614538,0.3382295304385462,False,53.0
500070,static_only,3.3439508122168964,0.5134616910525307,0.4865383089474693,0.5134616910525307,0.4865383089474693,0.5134616910525307,0.4865383089474693,True,16.0
500071,static_only,0.5313424706139943,0.9152351993379854,0.08476480066201464,0.9152351993379854,0.08476480066201464,0.9152351993379854,0.08476480066201464,False,69.0
500072,static_only,1.304198322426744,0.8125623156731057,0.18743768432689434,0.8125623156731057,0.18743768432689434,0.8125623156731057,0.18743768432689434,False,49.0
500073,static_only,1.4475288736675802,0.796135170347559,0.20386482965244102,0.796135170347559,0.20386482965244102,0.796135170347559,0.20386482965244102,False,51.0
500074,static_only,4.569502535807581,0.4351008836015077,0.5648991163984922,0.4351008836015077,0.5648991163984922,0.4351008836015077,0.5648991163984922,True,12.0
500075,static_only,1.6485771131833267,0.7673035989327218,0.23269640106727818,0.7673035989327218,0.23269640106727818,0.7673035989327218,0.23269640106727818,False,51.0
500076,static_only,2.5243160353364145,0.6452476081458312,0.35475239185416885,0.6452476081458312,0.35475239185416885,0.6452476081458312,0.35475239185416885,False,58.0
500077,static_only,2.1260612479177396,0.7146004821850893,0.2853995178149107,0.7146004821850893,0.2853995178149107,0.7146004821850893,0.2853995178149107,False,45.0
500078,static_only,0.09723450160950159,0.9831446377696378,0.016855362230362214,0.9831446377696378,0.016855362230362214,0.9831446377696378,0.016855362230362214,False,48.0
500079,static_only,0.06227493565086444,0.9877091456960652,0.01229085430393484,0.9877091456960652,0.01229085430393484,0.9877091456960652,0.01229085430393484,False,50.0
500080,static_only,0.38646351214630925,0.9433032720353188,0.05669672796468117,0.9433032720353188,0.05669672796468117,0.9433032720353188,0.05669672796468117,False,48.0
500081,static_only,0.33658182823941346,0.9443744268115786,0.05562557318842143,0.9443744268115786,0.05562557318842143,0.9443744268115786,0.05562557318842143,False,40.0
500082,static_only,1.8011803110578817,0.7471408822363688,0.25285911776363124,0.7471408822363688,0.25285911776363124,0.7471408822363688,0.25285911776363124,False,44.0
500083,static_only,0.8144118640212734,0.8619066589606331,0.13809334103936688,0.8619066589606331,0.13809334103936688,0.8619066589606331,0.13809334103936688,False,41.0
500084,static_only,0.38753662723921517,0.9339827319309518,0.06601726806904817,0.9339827319309518,0.06601726806904817,0.9339827319309518,0.06601726806904817,False,38.0
500085,static_only,0.1300009055627717,0.9802533111468203,0.01974668885317965,0.9802533111468203,0.01974668885317965,0.9802533111468203,0.01974668885317965,False,40.0
500086,static_only,0.6342984375415793,0.9150667135705264,0.08493328642947362,0.9150667135705264,0.08493328642947362,0.9150667135705264,0.08493328642947362,False,49.0
500087,static_only,0.9438680528080076,0.8342693696239597,0.1657306303760403,0.8342693696239597,0.1657306303760403,0.8342693696239597,0.1657306303760403,True,13.0
